target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs
localization,SingleTask(picture-description),0.7387491257177248,0.11192703373115172,0.45024429761271867,0.11685268532998597,0.4788888888888888,0.1219503148281877,0.7330776452196476,0.4885812694767919,0.5187914230019492,"[[73, 14, 3], [7, 16, 2], [5, 12, 2]]",0.794;0.538;0.861;0.796;0.704,0.463;0.301;0.518;0.624;0.344,0.544;0.307;0.554;0.626;0.363
localization,mean-pool+LogReg,0.6884260885830934,0.11773890518082274,0.37853209043055297,0.06065219303665253,0.42666666666666664,0.06778486099397538,0.6738371987815651,0.4147379622239957,0.4703703703703703,"[[73, 17, 0], [10, 15, 0], [6, 13, 0]]",0.615;0.504;0.781;0.710;0.832,0.374;0.300;0.395;0.342;0.482,0.381;0.326;0.430;0.481;0.515
localization,mean-pool+RF,0.746458570057604,0.10014473066170046,0.41305966937545885,0.09363819731361943,0.4537037037037037,0.08608223330997153,0.7398651982847814,0.26785714285714285,0.3333333333333333,"[[90, 0, 0], [25, 0, 0], [19, 0, 0]]",0.715;0.570;0.803;0.780;0.863,0.417;0.324;0.341;0.587;0.397,0.448;0.344;0.380;0.578;0.519
localization,max-pool+LogReg,0.6883055015301391,0.09468881421459002,0.4615127659864502,0.07025366738395587,0.4729629629629629,0.06274034719365836,0.6728725194124183,0.4368032329988851,0.4581286549707602,"[[75, 1, 14], [11, 3, 11], [8, 3, 8]]",0.601;0.572;0.792;0.675;0.801,0.414;0.553;0.402;0.397;0.542,0.430;0.511;0.463;0.391;0.570
localization,max-pool+RF,0.724159928012585,0.0907625226896468,0.36620503381793706,0.04897785602664664,0.4414814814814815,0.07128643510447114,0.7167814121876431,0.39197985752886266,0.4606237816764132,"[[77, 0, 13], [8, 0, 17], [9, 0, 10]]",0.747;0.554;0.766;0.730;0.823,0.365;0.317;0.455;0.369;0.326,0.381;0.344;0.546;0.472;0.463
localization,mi-SVM,0.6835616749505639,0.06470035246886535,0.3298076449820636,0.042682206756236594,0.3370370370370371,0.05051178406291056,0.696317032139886,0.40683119858377587,0.40768031189083825,"[[79, 9, 2], [12, 6, 7], [13, 4, 2]]",0.701;0.597;0.793;0.648;0.679,0.374;0.270;0.379;0.330;0.296,0.400;0.289;0.381;0.344;0.270
localization,GatedAttention,0.7664374652901222,0.08939201559420337,0.4830308093465988,0.12103935792998355,0.4844444444444445,0.11512860346619695,0.7261287045925847,0.5050292740046839,0.5670955165692008,"[[76, 2, 12], [6, 3, 16], [3, 2, 14]]",0.775;0.601;0.802;0.784;0.870,0.298;0.397;0.637;0.519;0.565,0.315;0.391;0.615;0.513;0.589
localization,DSMIL,0.7663765095166062,0.08809160260306627,0.4109010885755072,0.10009700393842101,0.432962962962963,0.08985890479478961,0.7206382469330426,0.4421905125686638,0.4439766081871344,"[[78, 7, 5], [10, 9, 6], [9, 8, 2]]",0.797;0.606;0.818;0.748;0.863,0.279;0.323;0.553;0.419;0.481,0.333;0.344;0.531;0.411;0.544
localization,SetTransformer,0.7688819585317169,0.09026863688157928,0.40713659874950203,0.07067157935591244,0.4844444444444445,0.10094614136652338,0.7028449496115821,0.3848901533112059,0.387953216374269,"[[75, 10, 5], [12, 3, 10], [8, 7, 4]]",0.835;0.601;0.771;0.778;0.859,0.522;0.317;0.381;0.369;0.446,0.583;0.344;0.411;0.472;0.611
localization,TransMIL,0.7392327984236197,0.12859487515903126,0.43051507376490383,0.07025494686994004,0.45999999999999996,0.06755173803378754,0.6806016147874733,0.46469482054588435,0.47317738791423003,"[[73, 7, 10], [8, 6, 11], [5, 7, 7]]",0.758;0.508;0.759;0.764;0.907,0.419;0.329;0.483;0.391;0.530,0.507;0.343;0.465;0.444;0.541
