head,method,mean_auc,std_auc,min_auc,max_auc,pooled_auc,fold_aucs,mean_f1,std_f1,pooled_f1,fold_f1s,mean_acc,std_acc,pooled_acc,fold_accs,fold_thrs
Stenosis,mi-SVM,0.8342575980054322,0.04250134298307569,0.7551942186088527,0.8708220415537489,0.8328309592104624,0.871;0.862;0.755;0.825;0.858,0.5740521314434358,0.030217074973998396,0.5705128205128205,0.600;0.607;0.528;0.551;0.585,0.8208143176733781,0.03536048667138003,0.820855614973262,0.867;0.853;0.773;0.792;0.819,2.5114;2.5391;2.3433;2.0027;2.2101
Stridor,mi-SVM,0.6598181818181819,0.13240483874207182,0.4772727272727273,0.8409090909090908,0.6851851851851852,0.568;0.841;0.773;0.477;0.640,0.46098734598734603,0.0828281924528416,0.463768115942029,0.462;0.533;0.375;0.364;0.571,0.5066666666666666,0.09043106644167025,0.5066666666666667,0.533;0.533;0.333;0.533;0.600,1.7949;2.0273;1.3543;2.3611;1.7485
Stenosis,GatedAttention,0.862103211896628,0.015768313172110502,0.8430479659987856,0.8795543510990665,0.8326486460207108,0.880;0.843;0.871;0.843;0.874,0.5331771227009321,0.02666105760734538,0.5324232081911263,0.500;0.578;0.531;0.514;0.543,0.8166979865771813,0.046671255680900886,0.8168449197860963,0.840;0.873;0.847;0.772;0.752,0.5369;0.6898;0.8292;0.2847;0.2790
Stridor,GatedAttention,0.7789090909090908,0.13628773645283723,0.5681818181818181,0.94,0.7433862433862433,0.568;0.705;0.909;0.773;0.940,0.5031746031746032,0.2768169323010542,0.5555555555555556,0.000;0.571;0.750;0.444;0.750,0.7866666666666666,0.07774602526460404,0.7866666666666666,0.733;0.800;0.867;0.667;0.867,0.6029;0.7136;0.6693;0.3367;0.9183
Stenosis,DSMIL,0.8282549848056979,0.03580196824109029,0.7714543812104788,0.8639951426836673,0.8092396324566095,0.862;0.771;0.840;0.864;0.804,0.5462885592010412,0.015219315644667282,0.5443037974683544,0.529;0.538;0.556;0.537;0.571,0.8074988814317674,0.04685055261614121,0.8074866310160428,0.787;0.840;0.787;0.745;0.879,0.2175;0.6997;0.6854;0.2363;0.6328
Stridor,DSMIL,0.7896363636363637,0.16022669890290542,0.5,0.9772727272727273,0.7257495590828924,0.500;0.818;0.977;0.773;0.880,0.4622222222222222,0.24601515561063195,0.4897959183673469,0.000;0.667;0.533;0.444;0.667,0.6666666666666666,0.11925695879998881,0.6666666666666666,0.533;0.800;0.533;0.667;0.800,0.5551;0.5167;0.3310;0.2688;0.4414
Stenosis,SetTransformer,0.8516673102838637,0.020124465078477375,0.8136103583258055,0.8729298404095152,0.8424449414166949,0.873;0.814;0.853;0.859;0.860,0.5573215488215488,0.03982275474108106,0.56,0.593;0.480;0.576;0.576;0.562,0.8234988814317674,0.015901100180885266,0.8235294117647058,0.853;0.827;0.813;0.812;0.812,0.7236;0.7727;0.6832;0.7580;0.3426
Stridor,SetTransformer,0.8181818181818181,0.1527976028542874,0.5909090909090908,1.0,0.7266313932980599,0.591;0.841;0.955;0.705;1.000,0.5283116883116883,0.18704091858467192,0.5517241379310345,0.222;0.727;0.533;0.444;0.714,0.6533333333333333,0.10666666666666667,0.6533333333333333,0.533;0.800;0.533;0.667;0.733,0.5096;0.4353;0.5660;0.3763;0.4032
Stenosis,TransMIL,0.821799940992264,0.038306416139109935,0.7747666365552545,0.8770491803278688,0.8152559677184112,0.775;0.849;0.785;0.877;0.824,0.4749999230461416,0.07834438280079456,0.4850498338870432,0.408;0.583;0.392;0.554;0.438,0.792751677852349,0.017812799260804504,0.7927807486631016,0.807;0.800;0.793;0.805;0.758,0.5059;0.3070;0.6420;0.6279;0.4788
Stridor,TransMIL,0.7425454545454545,0.16049757342209311,0.47727272727272724,0.9400000000000001,0.6437389770723103,0.477;0.659;0.841;0.795;0.940,0.3392857142857143,0.27985054320228187,0.46808510638297873,0.000;0.500;0.571;0.000;0.625,0.6666666666666667,0.059628479399994376,0.6666666666666666,0.667;0.733;0.600;0.733;0.600,0.9029;0.7112;0.4621;0.9950;0.4954
