target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs
stridor,SingleTask(picture-description),0.7712727272727273,0.07697933607026099,0.723712690817954,0.08973255435061751,0.7413636363636364,0.10870575950132694,0.7724867724867726,0.7023809523809523,0.7023809523809523,"[[45, 9], [9, 12]]",0.841;0.886;0.705;0.705;0.720,0.785;0.583;0.762;0.830;0.659,0.864;0.580;0.784;0.830;0.650
stridor,mean-pool+LogReg,0.7474545454545455,0.08450810514211489,0.6769170951093149,0.09987388840940745,0.6863636363636364,0.11866161347460555,0.7513227513227514,0.681136719624077,0.6785714285714286,"[[45, 9], [10, 11]]",0.614;0.864;0.795;0.705;0.760,0.534;0.583;0.785;0.720;0.762,0.534;0.580;0.864;0.705;0.750
stridor,mean-pool+RF,0.7969090909090909,0.08590904280902938,0.6125757192509111,0.0824417687805167,0.635909090909091,0.07490214001290213,0.783068783068783,0.6783876500857633,0.6838624338624338,"[[43, 11], [9, 12]]",0.773;0.909;0.864;0.659;0.780,0.534;0.720;0.700;0.525;0.583,0.534;0.705;0.739;0.602;0.600
stridor,max-pool+LogReg,0.752,0.07198117292874819,0.6542443064182194,0.15404617174110372,0.6513636363636364,0.14725869742375883,0.7398589065255732,0.6232958622339153,0.6164021164021164,"[[46, 8], [13, 8]]",0.682;0.841;0.818;0.659;0.760,0.348;0.720;0.762;0.720;0.720,0.364;0.705;0.784;0.705;0.700
stridor,max-pool+RF,0.7832727272727272,0.07939981472593242,0.7259260304912478,0.056453571345195526,0.7263636363636363,0.05743483551450733,0.7804232804232805,0.710548885077187,0.716931216931217,"[[44, 10], [8, 13]]",0.795;0.864;0.841;0.636;0.780,0.830;0.659;0.700;0.720;0.720,0.830;0.659;0.739;0.705;0.700
stridor,mi-SVM,0.7883636363636363,0.053731502679203784,0.6259335096634868,0.1320891777219964,0.6463636363636363,0.11869295062860989,0.7601410934744268,0.6361746361746362,0.6309523809523809,"[[45, 9], [12, 9]]",0.818;0.864;0.795;0.705;0.760,0.583;0.400;0.641;0.720;0.785,0.580;0.455;0.693;0.705;0.800
stridor,GatedAttention,0.7412727272727272,0.0811520356649295,0.5877547954206993,0.07599543906098612,0.5900000000000001,0.06390527597562394,0.7142857142857143,0.6475563909774436,0.6402116402116402,"[[46, 8], [12, 9]]",0.773;0.795;0.727;0.591;0.820,0.534;0.603;0.583;0.498;0.720,0.534;0.614;0.580;0.523;0.700
stridor,DSMIL,0.6685454545454546,0.12037352335113792,0.5408789971638269,0.11771805046596122,0.5922727272727274,0.1047783966125375,0.6067019400352733,0.5094476744186047,0.5648148148148148,"[[25, 29], [7, 14]]",0.682;0.659;0.727;0.455;0.820,0.700;0.423;0.498;0.423;0.661,0.739;0.500;0.523;0.500;0.700
stridor,SetTransformer,0.7709090909090908,0.10627424370953226,0.4702797202797203,0.09440559440559444,0.53,0.06000000000000001,0.591710758377425,0.5322245322245323,0.5317460317460317,"[[42, 12], [15, 6]]",0.818;0.841;0.682;0.614;0.900,0.423;0.423;0.423;0.423;0.659,0.500;0.500;0.500;0.500;0.650
stridor,TransMIL,0.7469090909090909,0.12680511499968225,0.4184615384615385,0.00923076923076922,0.5,0.0,0.5361552028218695,0.48830409356725146,0.4933862433862434,"[[43, 11], [17, 4]]",0.795;0.909;0.727;0.523;0.780,0.423;0.423;0.423;0.423;0.400,0.500;0.500;0.500;0.500;0.500
