target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs,mean_kappa,std_kappa,pooled_kappa,fold_kappas
severity,SingleTask(picture-description),0.5413155066816394,0.025582954239760796,0.28441509436300777,0.06663828979471072,0.34476190476190477,0.0686218399352551,0.5413326568483315,0.35125287012079465,0.37094536918480575,"[[54, 6, 11], [28, 5, 7], [15, 2, 5]]",0.558;0.561;0.494;0.559;0.535,0.307;0.228;0.190;0.373;0.325,0.325;0.333;0.238;0.446;0.381,-0.013551374876084576,0.19777817698533426,0.07240119561607428,-0.242;0.000;-0.182;0.035;0.322
severity,mean-pool+LogReg,0.5324411123667416,0.06721338417307463,0.3042442072614487,0.0750884629318475,0.34182539682539687,0.08523846472090414,0.5321831289800394,0.3636184210526316,0.37566154502774224,"[[45, 13, 13], [25, 7, 8], [11, 4, 7]]",0.653;0.476;0.548;0.465;0.521,0.389;0.362;0.248;0.188;0.335,0.431;0.419;0.270;0.214;0.375,0.10858011396117744,0.16602605004377866,0.10400516795865644,0.305;0.272;-0.018;-0.129;0.113
severity,mean-pool+RF,0.5593605845379301,0.10032809034072383,0.33901975930217265,0.08563502428652088,0.38849206349206356,0.10113708519885042,0.5586775946158045,0.3615790081181947,0.36249466495945365,"[[38, 19, 14], [21, 13, 6], [10, 7, 5]]",0.756;0.535;0.514;0.475;0.516,0.489;0.228;0.327;0.300;0.351,0.589;0.333;0.354;0.315;0.351,0.08864166414625127,0.1247992073808182,0.03609124957439558,0.091;0.000;0.092;-0.052;0.312
severity,max-pool+LogReg,0.5714926621391152,0.10858692875101149,0.3479876113571766,0.06743461563000668,0.36936507936507934,0.046476640426306635,0.5626643195589129,0.3629827688651219,0.3692808365343576,"[[53, 13, 5], [28, 9, 3], [13, 6, 3]]",0.667;0.621;0.519;0.666;0.383,0.354;0.239;0.344;0.452;0.350,0.369;0.333;0.352;0.458;0.333,0.12677269732965663,0.15079382373249817,0.10846153846153839,0.147;0.087;0.148;0.362;-0.110
severity,max-pool+RF,0.6114154222335,0.0922823399538289,0.33917227022490176,0.10060824246916722,0.37746031746031744,0.09203967946006829,0.6031880937151268,0.38897214798627827,0.3926483141271873,"[[37, 20, 14], [14, 19, 7], [9, 9, 4]]",0.782;0.553;0.616;0.591;0.514,0.490;0.232;0.367;0.385;0.222,0.511;0.262;0.412;0.417;0.286,0.057524335530436635,0.09326035294327038,0.06708160442600275,0.103;-0.050;0.045;0.211;-0.022
severity,mi-SVM,0.5550029894251861,0.02037672397516648,0.3167847185494244,0.020306840520848,0.3443650793650793,0.01594309925034099,0.5573997834106875,0.3626461988304093,0.3686833119931711,"[[49, 17, 5], [26, 13, 1], [14, 6, 2]]",0.573;0.541;0.547;0.530;0.585,0.341;0.303;0.285;0.334;0.321,0.369;0.352;0.321;0.339;0.339,0.028879382260891838,0.15114571958891185,0.033117932148626905,0.023;0.264;0.053;0.017;-0.212
severity,GatedAttention,0.6161367164914077,0.03341645942508667,0.3516979128373431,0.09667490205063176,0.3945238095238095,0.07891196047285186,0.6185606169136383,0.32757396449704146,0.36291079812206567,"[[56, 15, 0], [28, 12, 0], [14, 8, 0]]",0.671;0.610;0.632;0.594;0.574,0.400;0.204;0.350;0.496;0.309,0.425;0.262;0.399;0.506;0.381,0.16538970286895086,0.1492682472327663,0.09924678777137785,0.188;-0.121;0.261;0.302;0.198
severity,DSMIL,0.5952846464917403,0.06238900747295843,0.2818327316383843,0.05152975818660706,0.35198412698412695,0.057965854711383866,0.5628020817480155,0.394088617316104,0.40172855313700384,"[[42, 15, 14], [24, 10, 6], [12, 2, 8]]",0.699;0.583;0.544;0.626;0.525,0.364;0.222;0.256;0.318;0.249,0.461;0.310;0.340;0.351;0.298,-0.01446237492678395,0.03707167579132042,0.06880882830249924,0.053;-0.043;-0.050;-0.006;-0.026
severity,SetTransformer,0.5419148111825456,0.05501605984340834,0.29768925518925515,0.07987597997360156,0.36912698412698414,0.05361661821255861,0.5126061535080163,0.31228964138147036,0.31613316261203583,"[[37, 13, 21], [21, 8, 11], [11, 6, 5]]",0.644;0.546;0.489;0.531;0.499,0.341;0.335;0.295;0.373;0.146,0.419;0.400;0.318;0.417;0.292,0.10656381802884751,0.10690762399720576,-0.020402040204020366,0.137;0.217;-0.017;0.217;-0.021
severity,TransMIL,0.5925871759395787,0.05876268203316201,0.39435821189141873,0.09469572617456808,0.4061111111111111,0.08909719074041114,0.562440148628245,0.42138261700919394,0.41930217669654285,"[[43, 20, 8], [19, 17, 4], [12, 5, 5]]",0.628;0.515;0.604;0.677;0.539,0.551;0.345;0.439;0.272;0.365,0.539;0.363;0.480;0.298;0.351,0.07699024721148459,0.16677315580613586,0.09859154929577463,0.290;-0.116;0.250;0.042;-0.081
