target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs
localization,SingleTask(picture-description),0.6691630591630592,0.09593861536415721,0.4485544406132641,0.14113083519088324,0.48592592592592593,0.12870889944215366,0.658920775859138,0.3868100878253163,0.39263157894736844,"[[81, 2, 7], [15, 3, 7], [11, 5, 3]]",0.567;0.537;0.755;0.742;0.744,0.360;0.250;0.650;0.427;0.555,0.422;0.278;0.661;0.528;0.541
localization,mean-pool+LogReg,0.6891903739488281,0.10632435329988188,0.37815607815607816,0.08288101933098951,0.4159259259259259,0.09724320761169798,0.6731013908884295,0.3327073552425665,0.36744639376218324,"[[85, 0, 5], [22, 0, 3], [16, 0, 3]]",0.626;0.569;0.677;0.690;0.884,0.429;0.319;0.508;0.362;0.273,0.574;0.326;0.483;0.363;0.333
localization,mean-pool+RF,0.7378954718568245,0.12643567702645664,0.4490772500515252,0.1646572879144267,0.4637037037037038,0.13002901438378536,0.7244881406313607,0.41938775510204085,0.4481481481481482,"[[85, 5, 0], [15, 10, 0], [10, 9, 0]]",0.750;0.515;0.707;0.845;0.871,0.279;0.319;0.440;0.748;0.459,0.333;0.356;0.463;0.700;0.467
localization,max-pool+LogReg,0.679510518109552,0.08741819932785731,0.4038769178424351,0.05402629846793617,0.4225925925925925,0.042413471990748575,0.6675122091247466,0.36601307189542487,0.4079922027290448,"[[77, 3, 10], [10, 0, 15], [10, 2, 7]]",0.625;0.556;0.778;0.659;0.779,0.363;0.326;0.469;0.406;0.455,0.426;0.343;0.465;0.450;0.430
localization,max-pool+RF,0.7404149558618157,0.10760377024292914,0.44995381710445226,0.1643546499386434,0.48592592592592593,0.11526554300684973,0.724599622916546,0.26785714285714285,0.3333333333333333,"[[90, 0, 0], [25, 0, 0], [19, 0, 0]]",0.749;0.554;0.817;0.713;0.869,0.412;0.354;0.402;0.311;0.771,0.448;0.393;0.463;0.415;0.711
localization,mi-SVM,0.7792639530803782,0.0512980313402104,0.4767057778822485,0.10397755360597685,0.5059259259259259,0.09520319760396288,0.779838360087767,0.4754994883078974,0.4672124756335283,"[[82, 3, 5], [12, 7, 6], [9, 6, 4]]",0.839;0.691;0.815;0.760;0.791,0.407;0.398;0.615;0.590;0.373,0.463;0.441;0.628;0.609;0.389
localization,GatedAttention,0.7131464751029969,0.09004499147376875,0.4402455702455702,0.14068380354884838,0.46296296296296297,0.1096196191625833,0.6820610930189374,0.4313324788185124,0.43879142300194934,"[[73, 11, 6], [9, 10, 6], [7, 10, 2]]",0.711;0.540;0.765;0.768;0.782,0.349;0.252;0.672;0.455;0.473,0.363;0.315;0.615;0.496;0.526
localization,DSMIL,0.7445856076290859,0.09439431580638583,0.4201581847502151,0.09537592248147048,0.44037037037037036,0.07308975634692748,0.6793463324841781,0.38934184095474417,0.4207407407407407,"[[74, 15, 1], [10, 11, 4], [8, 11, 0]]",0.746;0.567;0.775;0.793;0.842,0.357;0.282;0.565;0.455;0.441,0.381;0.333;0.531;0.496;0.459
localization,SetTransformer,0.7217532525624313,0.07646143998450004,0.3759079322237217,0.09289982370654691,0.40740740740740744,0.11944085553034889,0.7007571625958039,0.4198198198198198,0.48592592592592593,"[[70, 20, 0], [8, 17, 0], [7, 12, 0]]",0.687;0.594;0.730;0.792;0.804,0.350;0.222;0.374;0.432;0.501,0.381;0.204;0.411;0.478;0.563
localization,TransMIL,0.6978916494133887,0.08901935496030601,0.3939335104314584,0.09861604052847414,0.43592592592592594,0.09936423415297167,0.6834857271162983,0.4163742690058479,0.4193372319688109,"[[74, 13, 3], [12, 3, 10], [9, 4, 6]]",0.828;0.601;0.765;0.605;0.692,0.279;0.419;0.510;0.278;0.483,0.333;0.509;0.493;0.300;0.544
