target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs,mean_kappa,std_kappa,pooled_kappa,fold_kappas
severity,SingleTask(picture-description),0.5929086211694907,0.05991689943667962,0.3731593025710673,0.0567168332059779,0.4307142857142857,0.05219881754683701,0.5925327200315841,0.384047619047619,0.43003627827571483,"[[54, 5, 12], [25, 3, 12], [10, 2, 10]]",0.499;0.606;0.583;0.590;0.687,0.289;0.422;0.431;0.401;0.323,0.350;0.510;0.407;0.446;0.440,0.28336879931275966,0.1257432321064416,0.24775044991001793,0.096;0.464;0.372;0.238;0.246
severity,mean-pool+LogReg,0.5733211633268842,0.038303405747824024,0.4135356985356985,0.09849357097718232,0.4323015873015873,0.08366773419621114,0.572711386988988,0.40611600568694123,0.40792787025181393,"[[48, 15, 8], [21, 11, 8], [11, 5, 6]]",0.604;0.607;0.552;0.595;0.508,0.572;0.373;0.462;0.381;0.279,0.539;0.417;0.492;0.423;0.292,0.22182396366129806,0.18043362535132762,0.17905288627722094,0.506;0.188;0.304;0.152;-0.041
severity,mean-pool+RF,0.5315303539159374,0.07621929351261092,0.33062293324565417,0.027730638578303546,0.3575396825396826,0.02685426266968387,0.5355378694542711,0.32791514075554345,0.3347524541186513,"[[45, 20, 6], [19, 13, 8], [11, 10, 1]]",0.636;0.521;0.400;0.541;0.560,0.361;0.311;0.289;0.333;0.359,0.406;0.323;0.351;0.351;0.357,0.06386794763870358,0.07113266078871053,0.09935532802426994,0.177;0.061;-0.024;0.006;0.101
severity,max-pool+LogReg,0.48629972112809644,0.030811282337073247,0.255986050986051,0.05597744664803882,0.30857142857142855,0.06446359868604572,0.4886973204669706,0.30405405405405406,0.3077891591976099,"[[42, 20, 9], [21, 6, 13], [10, 8, 4]]",0.491;0.526;0.433;0.504;0.478,0.186;0.339;0.262;0.289;0.204,0.233;0.414;0.288;0.345;0.262,0.0891897503363911,0.12379374706329921,0.12307692307692297,0.015;0.286;0.111;0.121;-0.087
severity,max-pool+RF,0.5775241581877738,0.08394698925153005,0.3233121495250957,0.09003481925989885,0.3634126984126984,0.07611868310647159,0.5742784749145494,0.3709732206823291,0.3837067861715749,"[[38, 30, 3], [14, 21, 5], [8, 12, 2]]",0.686;0.627;0.466;0.615;0.493,0.300;0.328;0.267;0.491;0.231,0.361;0.375;0.343;0.488;0.250,0.15651185555852648,0.13944958051001344,0.1677096370463077,0.141;0.328;0.113;0.273;-0.072
severity,mi-SVM,0.524866272383435,0.10128148691795606,0.31999086425557016,0.03083416992352994,0.3883333333333333,0.021407396945703816,0.5161848261462073,0.28086419753086417,0.3465642338881776,"[[48, 0, 23], [29, 0, 11], [14, 0, 8]]",0.419;0.449;0.466;0.675;0.615,0.283;0.307;0.363;0.298;0.349,0.367;0.376;0.389;0.381;0.429,0.12662715184895662,0.06347882016794765,0.009977827050997812,0.007;0.192;0.124;0.152;0.157
severity,GatedAttention,0.5202092883385789,0.0469611129029192,0.325309466493677,0.060469859182918334,0.34452380952380945,0.040648094342738195,0.5123771917388455,0.3221512455748455,0.3380815194195476,"[[47, 9, 15], [26, 5, 9], [14, 3, 5]]",0.456;0.554;0.558;0.470;0.563,0.362;0.332;0.321;0.216;0.396,0.392;0.317;0.342;0.286;0.387,0.026529525174060466,0.09128453601521451,0.01962646407090851,0.075;0.148;0.054;-0.118;-0.026
severity,DSMIL,0.574063868159978,0.08288286022413975,0.35489425907275807,0.07793591950736864,0.3789682539682539,0.0620668411388838,0.5616713632388325,0.3545134575569358,0.37125480153649165,"[[51, 18, 2], [26, 14, 0], [13, 8, 1]]",0.594;0.552;0.435;0.690;0.600,0.442;0.341;0.255;0.446;0.290,0.447;0.340;0.304;0.458;0.345,0.08471924544363055,0.06806616625222237,0.08117443868739205,0.189;0.087;-0.025;0.095;0.078
severity,SetTransformer,0.5538524201453263,0.07705485792372041,0.23719447670667188,0.01170524231999784,0.3273809523809524,0.011904761904761906,0.5173135135879342,0.2942912555864744,0.3342723004694836,"[[57, 14, 0], [32, 8, 0], [17, 5, 0]]",0.614;0.574;0.610;0.404;0.567,0.238;0.228;0.228;0.259;0.233,0.333;0.333;0.333;0.304;0.333,-0.02533333333333334,0.05066666666666668,0.01567261645624729,0.000;0.000;0.000;-0.127;0.000
severity,TransMIL,0.5663993075320307,0.053706399488065826,0.3493652033318272,0.09090313222719294,0.3898412698412699,0.07273739164356317,0.5709084626735694,0.4006251260334745,0.4011203585147247,"[[43, 17, 11], [21, 13, 6], [10, 6, 6]]",0.567;0.614;0.565;0.617;0.469,0.461;0.414;0.228;0.386;0.258,0.469;0.456;0.333;0.411;0.280,0.0731683489717139,0.10991787900252385,0.12085635359116031,0.069;0.230;0.000;0.150;-0.083
