target,method,mean_auc,std_auc,mean_f1,std_f1,mean_bacc,std_bacc,pooled_auc,pooled_f1,pooled_bacc,pooled_confusion,fold_aucs,fold_f1s,fold_baccs
localization,SingleTask(picture-description),0.6971615452895645,0.09212402848253781,0.41278490102019516,0.11151955758721337,0.43074074074074076,0.12675976652226503,0.697853789647714,0.4904620093696057,0.49563352826510726,"[[73, 10, 7], [7, 9, 9], [4, 9, 6]]",0.727;0.607;0.777;0.803;0.571,0.373;0.261;0.602;0.384;0.444,0.411;0.233;0.631;0.422;0.456
localization,mean-pool+LogReg,0.7876622098602775,0.03563934482568609,0.5050018927202726,0.11772298926652047,0.5788888888888889,0.06772412367316147,0.7896498515833851,0.42766677584889184,0.5372319688109162,"[[74, 0, 16], [4, 0, 21], [4, 0, 15]]",0.768;0.745;0.837;0.823;0.766,0.406;0.363;0.565;0.694;0.497,0.556;0.519;0.561;0.711;0.548
localization,mean-pool+RF,0.8316488963711187,0.08877129796923115,0.49149709407130776,0.04894009972799257,0.5392592592592593,0.05936795586689371,0.8147812677754104,0.44176706827309237,0.525925925925926,"[[70, 20, 0], [5, 20, 0], [1, 18, 0]]",0.804;0.675;0.869;0.872;0.937,0.440;0.446;0.499;0.496;0.576,0.526;0.485;0.483;0.557;0.644
localization,max-pool+LogReg,0.8263259638018093,0.07364299003473411,0.4932357655988488,0.0857242799051785,0.5651851851851852,0.062233244173705814,0.829675407883268,0.46047305648251147,0.5033528265107212,"[[73, 2, 15], [5, 3, 17], [6, 2, 11]]",0.814;0.695;0.875;0.837;0.911,0.455;0.348;0.583;0.512;0.568,0.546;0.500;0.596;0.513;0.670
localization,max-pool+RF,0.8372094768713125,0.07893644789121876,0.48635867056919685,0.1418593407614832,0.5892592592592593,0.09424015669054772,0.8210517052342047,0.3036036036036036,0.3508771929824561,"[[90, 0, 0], [25, 0, 0], [17, 1, 1]]",0.788;0.713;0.915;0.849;0.922,0.341;0.343;0.684;0.621;0.442,0.500;0.500;0.744;0.646;0.556
localization,mi-SVM,0.8112427588514546,0.04271820372082824,0.492470121537729,0.1107653340017705,0.527037037037037,0.09436525365511232,0.8105329366273458,0.4607195955991674,0.5074074074074074,"[[83, 7, 0], [10, 15, 0], [7, 12, 0]]",0.803;0.733;0.857;0.832;0.830,0.374;0.380;0.609;0.463;0.635,0.400;0.441;0.598;0.544;0.652
localization,GatedAttention,0.8117615132228659,0.07512056749348962,0.4517096586200888,0.08475256981273345,0.5077777777777778,0.07863199347469967,0.7684749241199601,0.4055627987831378,0.4883040935672514,"[[75, 0, 15], [6, 0, 19], [6, 1, 12]]",0.742;0.708;0.830;0.878;0.900,0.480;0.340;0.397;0.592;0.450,0.565;0.435;0.417;0.626;0.496
localization,DSMIL,0.8224630768229803,0.0882486301958376,0.4160407727770156,0.05408888456490788,0.47888888888888886,0.09193544583170489,0.7716661778704901,0.4596391263057929,0.48877192982456136,"[[63, 15, 12], [6, 6, 13], [3, 6, 10]]",0.795;0.682;0.877;0.812;0.946,0.426;0.387;0.479;0.328;0.460,0.428;0.419;0.593;0.370;0.585
localization,SetTransformer,0.7882976126575161,0.08865006457349578,0.378807774035478,0.08485681690056864,0.46703703703703703,0.12187605298338688,0.7513718101808292,0.36659220650285435,0.48167641325536065,"[[59, 0, 31], [5, 0, 20], [4, 0, 15]]",0.672;0.690;0.853;0.844;0.883,0.267;0.286;0.429;0.449;0.465,0.333;0.307;0.528;0.593;0.574
localization,TransMIL,0.8227082069835694,0.07234363695303886,0.35665095616076004,0.0703498591611818,0.40962962962962957,0.06955078278106964,0.7293852022064605,0.4442873387796631,0.5023001949317739,"[[46, 26, 18], [3, 17, 5], [2, 11, 6]]",0.747;0.724;0.892;0.888;0.863,0.281;0.380;0.391;0.273;0.458,0.348;0.441;0.400;0.333;0.526
